10685.942187481685,12545.03181186557
15530.643734666011,13764.213667701883
11023.65746804253,12764.63575838566
12819.816956104472,12885.055423323316
10487.14843991514,11550.067750545346
13751.850586884577,12669.455064044796
9875.844023420865,11427.084068130654
11655.661373549292,11554.86990318219
11526.488643963843,11574.959318294528
12169.393627354828,11956.584420753323
10536.621982546676,11588.509566531979
12853.132788690373,12723.347083665532
9565.4393442985,11430.086950709425
6603.876666666668,9794.300291753016
9609.429707851643,10350.77855068644
10783.000269575996,10506.454224523706
11788.35468450258,11047.162161933584
9271.583566141979,10478.286924614114
8393.0324666916,9900.593649970295
